,Undergrade CGPA,TOEFL,GRE/GMAT,Conference Paper,Journal Paper,Job Experience(Years),Class_A,Class_B,Class_C,Class_D
265,0.7171717171717167,0.8461538461538463,0.9732142857142857,0.08333333333333333,0.0,0.036000000000000004,0,1,0,0
266,0.7171717171717167,0.8461538461538463,0.9732142857142857,0.08333333333333333,0.0,0.036000000000000004,0,1,0,0
267,0.7171717171717167,0.8461538461538463,0.9732142857142857,0.08333333333333333,0.0,0.036000000000000004,1,0,0,0
268,0.6363636363636358,0.8717948717948718,0.994047619047619,0.08333333333333333,0.0,0.12,0,1,0,0
269,0.9797979797979797,0.6923076923076925,0.9523809523809523,0.0,0.0,0.032,1,0,0,0
270,0.5656565656565653,0.7179487179487181,0.9494047619047619,0.0,0.0,0.04,1,0,0,0
271,0.5656565656565653,0.7179487179487181,0.9494047619047619,0.0,0.0,0.04,1,0,0,0
272,0.5656565656565653,0.7179487179487181,0.9494047619047619,0.0,0.0,0.04,0,0,1,0
273,0.5656565656565653,0.7179487179487181,0.9494047619047619,0.0,0.0,0.04,0,1,0,0
274,0.545454545454545,0.8461538461538463,0.9345238095238094,0.0,0.0,0.038,0,0,1,0
275,0.545454545454545,0.8461538461538463,0.9345238095238094,0.0,0.0,0.038,0,0,0,1
276,0.6868686868686869,0.8461538461538463,0.994047619047619,0.41666666666666663,0.16666666666666666,0.08,0,1,0,0
277,0.8282828282828278,0.6923076923076925,0.9196428571428571,0.5,0.0,0.08,0,1,0,0
278,0.8282828282828278,0.6923076923076925,0.9196428571428571,0.5,0.0,0.08,0,0,0,1
279,0.8282828282828278,0.6923076923076925,0.9196428571428571,0.5,0.0,0.08,0,1,0,0
280,0.8282828282828278,0.6923076923076925,0.9196428571428571,0.5,0.0,0.08,0,1,0,0
281,0.6666666666666665,0.0,0.9613095238095237,0.16666666666666666,0.0,0.12,0,0,1,0
282,0.6666666666666665,0.0,0.9613095238095237,0.16666666666666666,0.0,0.12,0,1,0,0
283,0.8585858585858581,0.025641025641025994,0.9434523809523809,0.16666666666666666,0.0,0.12,0,1,0,0
284,0.4444444444444442,0.5641025641025643,0.9821428571428571,0.16666666666666666,0.0,0.08,0,1,0,0
285,0.4444444444444442,0.5641025641025643,0.9821428571428571,0.16666666666666666,0.0,0.08,0,1,0,0
286,0.4444444444444442,0.5641025641025643,0.9821428571428571,0.16666666666666666,0.0,0.08,1,0,0,0
287,0.9191919191919191,0.7179487179487181,0.8869047619047619,0.0,0.0,0.16,0,1,0,0
288,0.9191919191919191,0.7179487179487181,0.8869047619047619,0.0,0.0,0.16,0,1,0,0
289,0.9191919191919191,0.7179487179487181,0.8869047619047619,0.0,0.0,0.16,0,1,0,0
290,0.9191919191919191,0.7179487179487181,0.8869047619047619,0.0,0.0,0.16,0,1,0,0
291,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,0,1,0,0
292,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,1,0,0,0
293,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,0,0,0,1
294,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,0,0,1,0
295,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,0,0,1,0
296,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,0,1,0,0
297,0.1212121212121211,0.4871794871794872,0.9375,0.0,0.0,0.12,0,0,0,1
298,0.42424242424242387,0.8205128205128207,0.925595238095238,0.0,0.0,0.08,1,0,0,0
299,0.42424242424242387,0.8205128205128207,0.925595238095238,0.0,0.0,0.08,0,1,0,0
300,0.7979797979797976,0.5128205128205132,0.0,0.25,0.16666666666666666,0.024,1,0,0,0
301,0.7979797979797976,0.5128205128205132,0.0,0.25,0.16666666666666666,0.024,1,0,0,0
302,0.7979797979797976,0.5128205128205132,0.0,0.25,0.16666666666666666,0.024,1,0,0,0
303,0.6363636363636358,0.5641025641025643,0.0,0.0,0.16666666666666666,0.08,0,1,0,0
304,0.6363636363636358,0.5641025641025643,0.0,0.0,0.16666666666666666,0.08,0,0,1,0
305,0.6363636363636358,0.5641025641025643,0.0,0.0,0.16666666666666666,0.08,0,0,1,0
306,0.6363636363636358,0.5641025641025643,0.0,0.0,0.16666666666666666,0.08,0,1,0,0
307,0.6363636363636358,0.5641025641025643,0.0,0.0,0.16666666666666666,0.08,0,1,0,0
308,0.6161616161616159,0.30769230769230793,0.9107142857142857,0.3333333333333333,0.16666666666666666,1.0,0,1,0,0
309,0.6161616161616159,0.30769230769230793,0.9107142857142857,0.3333333333333333,0.16666666666666666,1.0,1,0,0,0
310,0.6161616161616159,0.30769230769230793,0.9107142857142857,0.3333333333333333,0.16666666666666666,1.0,0,0,0,1
311,0.18181818181818166,0.6153846153846154,0.9136904761904762,0.6666666666666666,0.0,0.027999999999999997,0,0,1,0
312,0.18181818181818166,0.6153846153846154,0.9136904761904762,0.6666666666666666,0.0,0.027999999999999997,0,0,1,0
313,0.18181818181818166,0.6153846153846154,0.9136904761904762,0.6666666666666666,0.0,0.027999999999999997,0,0,0,1
314,0.4747474747474745,0.5128205128205132,0.8928571428571428,0.0,0.0,0.032,0,0,1,0
315,0.4747474747474745,0.5128205128205132,0.8928571428571428,0.0,0.0,0.032,1,0,0,0
316,0.7979797979797976,0.7179487179487181,0.9464285714285714,0.25,0.0,0.0,1,0,0,0
