,Undergrade CGPA,TOEFL,GRE/GMAT,Conference Paper,Journal Paper,Job Experience(Years),Class_A,Class_B,Class_C,Class_D
238,0.8989898989898988,0.23076923076923084,0.9375,0.08333333333333333,0.0,0.2,0,1,0,0
239,0.8686868686868681,0.4102564102564106,0.9434523809523809,0.41666666666666663,0.5,0.0,1,0,0,0
240,0.8686868686868681,0.4102564102564106,0.9434523809523809,0.41666666666666663,0.5,0.0,1,0,0,0
241,0.8686868686868681,0.4102564102564106,0.9434523809523809,0.41666666666666663,0.5,0.0,1,0,0,0
242,0.46464646464646453,0.4615384615384617,0.9434523809523809,0.16666666666666666,0.0,0.2,0,1,0,0
243,0.46464646464646453,0.4615384615384617,0.9434523809523809,0.16666666666666666,0.0,0.2,0,0,1,0
244,0.46464646464646453,0.4615384615384617,0.9434523809523809,0.16666666666666666,0.0,0.2,0,0,1,0
245,0.46464646464646453,0.4615384615384617,0.9434523809523809,0.16666666666666666,0.0,0.2,0,0,0,1
246,0.46464646464646453,0.4615384615384617,0.9434523809523809,0.16666666666666666,0.0,0.2,0,0,0,1
247,0.7878787878787876,0.3333333333333335,0.9047619047619047,0.16666666666666666,0.0,0.024,0,0,0,1
248,0.6161616161616159,0.7179487179487181,0.0,0.25,0.0,0.016,0,0,0,1
249,0.343434343434343,0.30769230769230793,0.9107142857142857,0.16666666666666666,0.16666666666666666,0.2,0,0,0,1
250,0.343434343434343,0.30769230769230793,0.9107142857142857,0.16666666666666666,0.16666666666666666,0.2,0,1,0,0
251,0.17171717171717127,0.3333333333333335,0.9166666666666666,0.08333333333333333,0.0,0.08,0,1,0,0
252,0.17171717171717127,0.3333333333333335,0.9166666666666666,0.08333333333333333,0.0,0.08,0,1,0,0
253,0.5757575757575752,0.025641025641025994,0.9047619047619047,0.08333333333333333,0.0,0.0,0,1,0,0
254,0.8686868686868681,0.4615384615384617,0.9166666666666666,0.08333333333333333,0.0,0.0,0,0,1,0
255,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,1,0,0,0
256,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,1,0,0,0
257,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,0,1,0,0
258,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,0,1,0,0
259,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,0,1,0,0
260,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,1,0,0,0
261,0.8888888888888884,0.666666666666667,0.9702380952380952,0.0,0.0,0.0,0,1,0,0
262,0.6464646464646462,0.0769230769230771,0.9345238095238094,0.41666666666666663,0.16666666666666666,0.0,0,1,0,0
263,0.6464646464646462,0.0769230769230771,0.9345238095238094,0.41666666666666663,0.16666666666666666,0.0,0,0,1,0
264,0.5353535353535355,0.30769230769230793,0.9017857142857142,0.0,0.0,0.1,0,0,1,0
